news_id,original_title,generated_title,clickbait,sentence_no,sentence_raw,sentence_cleaned,used_in_title
LC_M02_196275,"곤지암과 곡성, 같은 갈등 다른 해법",영화 '곤지암' 이대로 가다간 영화 개봉 못 한다... 주민들과 갈등 일파만파,0,1,공포 영화 `곤지암`을 연출한 정범식 감독이 제목으로 경기도 광주 곤지암 주민들과 갈등을 빚고 있다.,공포 영화 곤지암 연출한 정범식 감독이 제목으로 경기도 광주 곤지암 주민들과 갈등을 빚고,1
LC_M02_196275,"곤지암과 곡성, 같은 갈등 다른 해법",영화 '곤지암' 이대로 가다간 영화 개봉 못 한다... 주민들과 갈등 일파만파,0,2,광주 곤지암 주민들이 지역 이미지를 훼손한다는 이유로 영화 제목을 바꿔달라고 나섰기 때문이다.,광주 곤지암 주민들이 지역 이미지를 훼손한다는 이유로 영화 제목을 바꿔달라고 나섰기 때문이다,0
LC_M02_196275,"곤지암과 곡성, 같은 갈등 다른 해법",영화 '곤지암' 이대로 가다간 영화 개봉 못 한다... 주민들과 갈등 일파만파,0,3,광주시는 곤지암 제작사와 배급사에 제목 변경 요청 공문을 발송한 상황이다.,광주시는 곤지암 제작사와 배급사에 제목 변경 요청 공문을 발송한 상황이다,0
LC_M02_196275,"곤지암과 곡성, 같은 갈등 다른 해법",영화 '곤지암' 이대로 가다간 영화 개봉 못 한다... 주민들과 갈등 일파만파,0,4,일부 곤지암 주민들은 관람 거부 운동과 법적 대응도 불사하겠다고 맞서고 있다.,일부 곤지암 주민들은 관람 거부 운동과 법적 대응도 불사하겠다고 맞서고,1
LC_M02_196275,"곤지암과 곡성, 같은 갈등 다른 해법",영화 '곤지암' 이대로 가다간 영화 개봉 못 한다... 주민들과 갈등 일파만파,0,5,그러나 곤지암 측은 개봉 한 달밖에 남지 않은 상황에서 제목을 바꾸기 어렵다는 입장이다.,그러나 곤지암 측은 개봉 달밖에 남지 않은 상황에서 제목을 바꾸기 어렵다는 입장이다,1
LC_M02_196275,"곤지암과 곡성, 같은 갈등 다른 해법",영화 '곤지암' 이대로 가다간 영화 개봉 못 한다... 주민들과 갈등 일파만파,0,6,"정범식 감독은 21일 언론과의 인터뷰에서 \""상상으로 만들어낸 이야기로, 숨은 메시지를 찾는 재미가 있는 영화다. 실제 지역과 혼동되지 않을 테니 그냥 영화로 보시면 된다\""고 말했다.",정범식 감독은 언론과의 인터뷰에서 상상으로 만들어낸 이야기로 숨은 메시지를 찾는 재미가 있는 영화다 실제 지역과 혼동되지 않을 테니 그냥 영화로 보시면 된다 말했다,0
LC_M02_196275,"곤지암과 곡성, 같은 갈등 다른 해법",영화 '곤지암' 이대로 가다간 영화 개봉 못 한다... 주민들과 갈등 일파만파,0,7,제작사 측은 영화를 정상적으로 개봉하면서도 지역과 상생하는 방안을 찾고 있다고 설명했다.,제작사 측은 영화를 정상적으로 개봉하면서도 지역과 상생하는 방안을 찾고 있다고 설명했다,0
LC_M02_196275,"곤지암과 곡성, 같은 갈등 다른 해법",영화 '곤지암' 이대로 가다간 영화 개봉 못 한다... 주민들과 갈등 일파만파,0,8,지역명을 딴 영화가 논란이 된 건 처음이 아니다. 2016년 5월 개봉한 영화 곡성 개봉 당시 곡성군 주민들도 이미지 악영향을 우려해 조치해야 한다는 목소리를 냈다.,지역명을 영화가 논란이 처음이 아니다 개봉한 영화 곡성 개봉 당시 곡성군 주민들도 이미지 악영향을 우려해 조치해야 한다는 목소리를 냈다,1
LC_M02_196275,"곤지암과 곡성, 같은 갈등 다른 해법",영화 '곤지암' 이대로 가다간 영화 개봉 못 한다... 주민들과 갈등 일파만파,0,9,이에 유근기 곡성군수는 전남일보에 장문의 기고글을 올렸다.,이에 유근기 곡성군수는 전남일보에 장문의 기고글을 올렸다,0
LC_M02_196275,"곤지암과 곡성, 같은 갈등 다른 해법",영화 '곤지암' 이대로 가다간 영화 개봉 못 한다... 주민들과 갈등 일파만파,0,10,"\""영화와 우리 지역이 무관하다고 아무리 주장한들 사람들의 머릿속 연상마저 막을 길은 없다. 우리 민족의 낙천성을 믿고 역발상을 통해 곡성군의 대외적 인지도를 높이는 것이 남는 장사다. 오히려 영화를 본 많은 사람들이 우리 군을 찾아 왔으면 하는 바람이다. 우리 곡성군의 봄날을 경험한다면 영화와는 완벽한 대조를 느낄 수 있을 것이다.\"" 당시 기고문의 일부다.",영화와 우리 지역이 무관하다고 아무리 주장한들 사람들의 머릿속 연상마저 막을 길은 없다 우리 민족의 낙천성을 믿고 역발상을 통해 곡성군의 대외적 인지도를 높이는 것이 남는 장사다 오히려 영화를 많은 사람들이 우리 군을 찾아 왔으면 하는 바람이다 우리 곡성군의 봄날을 경험한다면 영화와는 완벽한 대조를 느낄 있을 것이다 당시 기고문의 일부다,0
LC_M02_196275,"곤지암과 곡성, 같은 갈등 다른 해법",영화 '곤지암' 이대로 가다간 영화 개봉 못 한다... 주민들과 갈등 일파만파,0,11,동시에 유근기 군수는 영화 상영 시 자막으로 본 영화 내용은 곡성지역과 관련이 없는 내용임을 내보내고 영화 포스터에 곡성 표기를 다른 한자어로 병기해 표기하는 것을 제작사와 합의했다.,동시에 유근기 군수는 영화 상영 자막으로 영화 내용은 곡성지역과 관련이 없는 내용임을 내보내고 영화 포스터에 곡성 표기를 다른 한자어로 병기해 표기하는 것을 제작사와 합의했다,0
LC_M02_196275,"곤지암과 곡성, 같은 갈등 다른 해법",영화 '곤지암' 이대로 가다간 영화 개봉 못 한다... 주민들과 갈등 일파만파,0,12,"결국, 주민 설득에 성공했고 그해 곡성 세계장미축제는 영화 개봉과 맞물려 흥행했다.",결국 주민 설득에 성공했고 그해 곡성 세계장미축제는 영화 개봉과 맞물려 흥행했다,0
LC_M02_196275,"곤지암과 곡성, 같은 갈등 다른 해법",영화 '곤지암' 이대로 가다간 영화 개봉 못 한다... 주민들과 갈등 일파만파,0,13,영화 곡성도 흥행했다.,영화 곡성도 흥행했다,0
LC_M02_196275,"곤지암과 곡성, 같은 갈등 다른 해법",영화 '곤지암' 이대로 가다간 영화 개봉 못 한다... 주민들과 갈등 일파만파,0,14,유 군수는 각종 지방자치 시상식 상장을 휩쓸었다.,군수는 각종 지방자치 시상식 상장을 휩쓸었다,0
LC_M02_197650,"씨제스·스타쉽·큐브 한 목소리 \""강호 원장, 구체적 증빙없이 청구 요청만...\""",미용실 '더 레드카펫'이 정산받지 못했다고 밝힌 연예 기획사는 '이곳',0,1,"서울 강남구 소재 미용실 더 레드카펫의 강호 원장이 일부 대형기획사들로부터 연예인들의 헤어와 메이크업 가격을 수년 째 정산받지 못했다며 소송을 제기하겠다는 입장을 밝힌 가운데, 이에 연루된 소속사들이 입장을 밝혔다.",서울 강남구 소재 미용실 레드카펫의 강호 원장이 일부 대형기획사들로부터 연예인들의 헤어와 메이크업 가격을 수년 정산받지 못했다며 소송을 제기하겠다는 입장을 밝힌 가운데 이에 연루된 소속사들이 입장을 밝혔다,1
LC_M02_197650,"씨제스·스타쉽·큐브 한 목소리 \""강호 원장, 구체적 증빙없이 청구 요청만...\""",미용실 '더 레드카펫'이 정산받지 못했다고 밝힌 연예 기획사는 '이곳',0,2,"강호 원장이 밝힌 소속사는 씨제스 엔터테인먼트와 스타쉽, 큐브 엔터테인먼트다.",강호 원장이 밝힌 소속사는 씨제스 엔터테인먼트와 스타쉽 큐브 엔터테인먼트다,1
LC_M02_197650,"씨제스·스타쉽·큐브 한 목소리 \""강호 원장, 구체적 증빙없이 청구 요청만...\""",미용실 '더 레드카펫'이 정산받지 못했다고 밝힌 연예 기획사는 '이곳',0,3,이들 중 큐브 엔터테인먼트를 제외한 씨제스와 스타쉽이 3일 오전 공식 보도자료를 통해 입장을 전해왔다.,이들 큐브 엔터테인먼트를 제외한 씨제스와 스타쉽이 오전 공식 보도자료를 통해 입장을 전해왔다,0
LC_M02_197650,"씨제스·스타쉽·큐브 한 목소리 \""강호 원장, 구체적 증빙없이 청구 요청만...\""",미용실 '더 레드카펫'이 정산받지 못했다고 밝힌 연예 기획사는 '이곳',0,4,씨제스와 스타쉽 모두 고의적인 대금 지급 지연은 사실무근이라는 입장이다.,씨제스와 스타쉽 모두 고의적인 대금 지급 지연은 사실무근이라는 입장이다,0
LC_M02_197650,"씨제스·스타쉽·큐브 한 목소리 \""강호 원장, 구체적 증빙없이 청구 요청만...\""",미용실 '더 레드카펫'이 정산받지 못했다고 밝힌 연예 기획사는 '이곳',0,5,또 수차례 강호원장에게 증빙을 요청했으나 연락이 두절됐다가 제3자를 통해 구체적인 거래내역이나 증빙자료 없는 일방적인 청구서를 보내왔다는 주장을 똑같이 하고 있다.,수차례 강호원장에게 증빙을 요청했으나 연락이 두절됐다가 자를 통해 구체적인 거래내역이나 증빙자료 없는 일방적인 청구서를 보내왔다는 주장을 똑같이,0
LC_M02_197650,"씨제스·스타쉽·큐브 한 목소리 \""강호 원장, 구체적 증빙없이 청구 요청만...\""",미용실 '더 레드카펫'이 정산받지 못했다고 밝힌 연예 기획사는 '이곳',0,6,"먼저 씨제스는 \""오랫동안 더레드카펫에 대해 모든 대금을 결제 완료해왔다. 그러던 중 2013년부터 결제요청이나 증빙자료 제공이 지연되었고, 이에 지속적으로 수십차례에 걸쳐 요청을 했는데 강호 원장은 연락 두절을 거듭하며 지속적으로 요청을 거부했다\""라고 말했다.",먼저 씨제스는 오랫동안 더레드카펫에 대해 모든 대금을 결제 완료해왔다 그러던 년부터 결제요청이나 증빙자료 제공이 지연되었고 이에 지속적으로 수십차례에 걸쳐 요청을 했는데 강호 원장은 연락 두절을 거듭하며 지속적으로 요청을 거부했다 라고 말했다,0
LC_M02_197650,"씨제스·스타쉽·큐브 한 목소리 \""강호 원장, 구체적 증빙없이 청구 요청만...\""",미용실 '더 레드카펫'이 정산받지 못했다고 밝힌 연예 기획사는 '이곳',0,7,"이어 \""2016년 초 법원으로부터 더레드카펫에 대한 채권압류명령을 받게 되었는데 이후 강호원장이 2018년 4월경 제3자 명의로 2013년부터 2016년까지 발생한 헤어 메이크업 비용을 한꺼번에 청구해왔다. 제3자는 어떤 자격을 증명하지도 않은 채, 구체적인 거래내역이나 증빙자료 없이 일방적으로 작성한 청구서를 무조건 지급하라는 내용이었다\""라고 전했다.",이어 법원으로부터 더레드카펫에 대한 채권압류명령을 받게 되었는데 이후 강호원장이 월경 명의로 년부터 년까지 발생한 헤어 메이크업 비용을 한꺼번에 청구해왔다 자는 어떤 자격을 증명하지도 않은 구체적인 거래내역이나 증빙자료 없이 일방적으로 작성한 청구서를 무조건 지급하라는 내용이었다 라고 전했다,0
LC_M02_197650,"씨제스·스타쉽·큐브 한 목소리 \""강호 원장, 구체적 증빙없이 청구 요청만...\""",미용실 '더 레드카펫'이 정산받지 못했다고 밝힌 연예 기획사는 '이곳',0,8,"스타쉽 측 역시 \""강호 원장이 언급한 미지급채권은 오히려 당사가 수십차례에 걸쳐 지급에 관한 증빙을 지속적으로요청해왔으나, 더레드카펫 측에서 증빙자료를 제공하지 않고 수년간 미루어왔다. 당사는 2014년~2015년 해당 청구 지연건에 대해 관련내역을 확정한 후에 증빙자료와 함께 당사로 청구해주도록 지속적으로 요청을 했지만 이에 응하지 않고 시간만 계속 지연시켰다\""라고 전했다.",스타쉽 역시 강호 원장이 언급한 미지급채권은 오히려 당사가 수십차례에 걸쳐 지급에 관한 증빙을 지속적으로요청해왔으나 더레드카펫 측에서 증빙자료를 제공하지 않고 수년간 미루어왔다 당사는 해당 청구 지연건에 대해 관련내역을 확정한 후에 증빙자료와 함께 당사로 청구해주도록 지속적으로 요청을 했지만 이에 응하지 않고 시간만 계속 지연시켰다 라고 전했다,0
LC_M02_197650,"씨제스·스타쉽·큐브 한 목소리 \""강호 원장, 구체적 증빙없이 청구 요청만...\""",미용실 '더 레드카펫'이 정산받지 못했다고 밝힌 연예 기획사는 '이곳',0,9,"이어 \""2016년 2월 더레드카펫의 채권에 대해 제3자로부터 법원의 채권압류통보까지 접수됨에 따라 법률적으로 지금을 할 수 없는 상황이었는데 그러던 중 지난 해 8월 더레드카펫 대리인을 지칭하는 사람으로부터 상세한 내용이 확인되지 않은 3년치 청구금액이 한꺼번에 청구되었고 이에 구체적인 내역을 요청하였으나 무시되었다. 이후 10개월이 경과한 18년 6월 결제대금 세부내역이 메일로 전달되었으나 사실과 다른 부분이 너무 많이 발견됨에 따라 정정 내역을 재차 전달한 바 있다\""라고 전했다.",이어 더레드카펫의 채권에 대해 자로부터 법원의 채권압류통보까지 접수됨에 따라 법률적으로 지금을 없는 상황이었는데 그러던 지난 더레드카펫 대리인을 지칭하는 사람으로부터 상세한 내용이 확인되지 않은 년치 청구금액이 한꺼번에 청구되었고 이에 구체적인 내역을 요청하였으나 무시되었다 이후 개월이 경과한 결제대금 세부내역이 메일로 전달되었으나 사실과 다른 부분이 너무 많이 발견됨에 따라 정정 내역을 재차 전달한 라고 전했다,0
LC_M02_197650,"씨제스·스타쉽·큐브 한 목소리 \""강호 원장, 구체적 증빙없이 청구 요청만...\""",미용실 '더 레드카펫'이 정산받지 못했다고 밝힌 연예 기획사는 '이곳',0,10,"씨제스는 또한 강호 원장 측으로부터 \""기사가 나가면 아티스트에 흠집이 나니 돈을 달라\""는 식의 협박을 받기도 했다고 주장했다.",씨제스는 또한 강호 원장 측으로부터 기사가 나가면 아티스트에 흠집이 나니 돈을 달라 식의 협박을 받기도 했다고 주장했다,0
LC_M02_197650,"씨제스·스타쉽·큐브 한 목소리 \""강호 원장, 구체적 증빙없이 청구 요청만...\""",미용실 '더 레드카펫'이 정산받지 못했다고 밝힌 연예 기획사는 '이곳',0,11,"또 \""20곳이 넘는 헤어 메이크업 미용샵과 상거래를 하는데 이제까지 청구한 금액을 지급하지 않은 사례가 한 차례도 없음을 밝힌다. 상시적 회계누락을 일삼는 강호 원장곽는 거래를 중지한 상태다\""라고 전했다.",곳이 넘는 헤어 메이크업 미용샵과 상거래를 하는데 이제까지 청구한 금액을 지급하지 않은 사례가 차례도 없음을 밝힌다 상시적 회계누락을 일삼는 강호 원장곽는 거래를 중지한 상태다 라고 전했다,0
LC_M02_197650,"씨제스·스타쉽·큐브 한 목소리 \""강호 원장, 구체적 증빙없이 청구 요청만...\""",미용실 '더 레드카펫'이 정산받지 못했다고 밝힌 연예 기획사는 '이곳',0,12,"스타쉽 역시 \""1년에도 수차례 아티스트와 수익배분을 해야 하는 기획사로써는 아티스트에게 비용에 대한 정확한 내역과 증빙자료를 제공해야 할 의무가 있다. 어느 기업도 거래내역도 없는 일방적인 청구에 응하는 경우는 없다. 당사는 더레드카펫 측이 하루빨리 관련 증빙 자료를 제출해 적법한 절차에 따라 대금지불을 완료할 수 있도록 협조해 주기를 요청한다\""라며 \""당사는 창사 이래 파트너사에서 정상적으로 청구한 채권에 대해 단 한 차례도 연체된 사실이 없음을 밝혀드린다\""라고 전했다.",스타쉽 역시 년에도 수차례 아티스트와 수익배분을 해야 하는 기획사로써는 아티스트에게 비용에 대한 정확한 내역과 증빙자료를 제공해야 의무가 어느 기업도 거래내역도 없는 일방적인 청구에 응하는 경우는 없다 당사는 더레드카펫 측이 하루빨리 관련 증빙 자료를 제출해 적법한 절차에 따라 대금지불을 완료할 있도록 협조해 주기를 요청한다 라며 당사는 창사 이래 파트너사에서 정상적으로 청구한 채권에 대해 차례도 연체된 사실이 없음을 밝혀드린다 라고 전했다,0
LC_M02_197650,"씨제스·스타쉽·큐브 한 목소리 \""강호 원장, 구체적 증빙없이 청구 요청만...\""",미용실 '더 레드카펫'이 정산받지 못했다고 밝힌 연예 기획사는 '이곳',0,13,"한 발 늦은 이날 오후 공식 입장을 발표한 큐브 측 역시 \""2015년 1분기까지 증빙자료와 함께 청구된 금액에 대해 대금 결제를 완료했으나 2015년 2분기부터 증빙자료 제공이나 결제 요청이 지연되어 수 차례 걸쳐 청구 요청을 해왔으나 내부 사정으로 청구를 보류하겠다고 했다. 그러던 중 2016년 2월 더레드카펫의 채권에 대해 제3자로부터 법원의 채권압류 및 추심명령으로 법률적으로 지급할 수 없는 상황이 됐다\""며 \""이후 2018년 6월 강호 원장이 직접 유선상으로 지급요청을 해 당사가 다시 한 번 청구서 및 증빙자료 요청을 하였으나 강호원장은 증빙자료를 보내주지 않았고 이후 (강호로부터) 추가적인 연락을 받지 못했다\""고 설명했다.",늦은 이날 오후 공식 입장을 발표한 큐브 역시 분기까지 증빙자료와 함께 청구된 금액에 대해 대금 결제를 완료했으나 분기부터 증빙자료 제공이나 결제 요청이 지연되어 차례 걸쳐 청구 요청을 해왔으나 내부 사정으로 청구를 보류하겠다고 했다 그러던 더레드카펫의 채권에 대해 자로부터 법원의 채권압류 추심명령으로 법률적으로 지급할 없는 상황이 됐다 이후 강호 원장이 직접 유선상으로 지급요청을 당사가 다시 청구서 증빙자료 요청을 하였으나 강호원장은 증빙자료를 보내주지 않았고 이후 강호로부터 추가적인 연락을 받지 못했다 설명했다,0
LC_M02_197650,"씨제스·스타쉽·큐브 한 목소리 \""강호 원장, 구체적 증빙없이 청구 요청만...\""",미용실 '더 레드카펫'이 정산받지 못했다고 밝힌 연예 기획사는 '이곳',0,14,"큐브 역시 씨제스, 스타쉽과 함께 \""미지급 거래대금에 대한 근거도 전달받은 바 없는 상태이며 그에 대한 증빙자료를 제출해 적법한 절차에 따라 대금지불이 될 수 있도록 협조해달라\""고 전했다.",큐브 역시 씨제스 스타쉽과 함께 미지급 거래대금에 대한 근거도 전달받은 없는 상태이며 그에 대한 증빙자료를 제출해 적법한 절차에 따라 대금지불이 있도록 협조해달라 전했다,0
LC_M02_197650,"씨제스·스타쉽·큐브 한 목소리 \""강호 원장, 구체적 증빙없이 청구 요청만...\""",미용실 '더 레드카펫'이 정산받지 못했다고 밝힌 연예 기획사는 '이곳',0,15,"한편 강호 측 입장은 \""제3자는 다름 아닌 우리 쪽 회계이사다\""라는 입장을 미디어SR에 전해왔다.",한편 강호 입장은 자는 다름 아닌 우리 회계이사다 라는 입장을 미디어SR에 전해왔다,0
LC_M02_197650,"씨제스·스타쉽·큐브 한 목소리 \""강호 원장, 구체적 증빙없이 청구 요청만...\""",미용실 '더 레드카펫'이 정산받지 못했다고 밝힌 연예 기획사는 '이곳',0,16,"이에 대해 씨제스 측은 미디어SR에 \""기존에 거래하던 업체가 아닌 다른 업체가 2018년 4월에 회계이사라고 연락이 왔는데, 그렇다면 이쪽에 돈을 지불했을 때 기존 업체와의 채무가 연결이 되는 것이냐를 물었을 때 증빙을 해주지 않았다. 그래서 갑자기 연락온 새로운 회계 이사에게 돈을 줄 수가 없었다\""는 입장을 추가적으로 전해왔다.",이에 대해 씨제스 측은 미디어SR에 기존에 거래하던 업체가 아닌 다른 업체가 월에 회계이사라고 연락이 왔는데 그렇다면 이쪽에 돈을 지불했을 기존 업체와의 채무가 연결이 되는 것이냐를 물었을 증빙을 해주지 않았다 그래서 갑자기 연락온 새로운 회계 이사에게 돈을 수가 없었다 입장을 추가적으로 전해왔다,0
LC_M02_196279,"클라라, 2살 연상 재미교포 사업가와 결혼...연예활동은 '계속'","클라라의 갑작스러운 결혼 발표, 국내 활동 중단하고 중국 활동에만 전념?",0,1,"클라라(본명 이성민, 34)가 결혼한다. 3일 배우 클라라 소속사 코리아나클라라 측은 \""클라라가 오는 6일(현지시각) 결혼한다\""고 밝혔다.",클라라 본명 이성민 결혼한다 배우 클라라 소속사 코리아나클라라 측은 클라라가 오는 현지시각 결혼한다 밝혔다,1
LC_M02_196279,"클라라, 2살 연상 재미교포 사업가와 결혼...연예활동은 '계속'","클라라의 갑작스러운 결혼 발표, 국내 활동 중단하고 중국 활동에만 전념?",0,2,결혼식은 미국에서 가족들만 초청하는 비공개로 진행될 예정이다.,결혼식은 미국에서 가족들만 초청하는 비공개로 진행될 예정이다,0
LC_M02_196279,"클라라, 2살 연상 재미교포 사업가와 결혼...연예활동은 '계속'","클라라의 갑작스러운 결혼 발표, 국내 활동 중단하고 중국 활동에만 전념?",0,3,"소속사에 따르면 클라라 예비신랑은 2살 연상의 재미교포 사업가로, 두 사람은 1년여간의 열애 끝에 결실을 맺게 됐다.",소속사에 따르면 클라라 예비신랑은 연상의 재미교포 사업가로 사람은 년여간의 열애 끝에 결실을 맺게 됐다,0
LC_M02_196279,"클라라, 2살 연상 재미교포 사업가와 결혼...연예활동은 '계속'","클라라의 갑작스러운 결혼 발표, 국내 활동 중단하고 중국 활동에만 전념?",0,4,"클라라는 소속사를 통해 \""갑작스럽게 결혼 소식을 알려 드리게 된 점 깊은 양해 부탁드린다. 서로 존중하고 배려하면서 예브게 행복하게 잘 살겠다\""고 소감을 전했다.",클라라는 소속사를 통해 갑작스럽게 결혼 소식을 알려 드리게 깊은 양해 부탁드린다 서로 존중하고 배려하면서 예브게 행복하게 살겠다 소감을 전했다,1
LC_M02_196279,"클라라, 2살 연상 재미교포 사업가와 결혼...연예활동은 '계속'","클라라의 갑작스러운 결혼 발표, 국내 활동 중단하고 중국 활동에만 전념?",0,5,혼성그룹 코리아나 멤버 이승규의 딸인 클라라는 앞서 2013년 레깅스 차림의 시구로 화제를 모았다.,혼성그룹 코리아나 멤버 이승규의 딸인 클라라는 앞서 레깅스 차림의 시구로 화제를 모았다,0
LC_M02_196279,"클라라, 2살 연상 재미교포 사업가와 결혼...연예활동은 '계속'","클라라의 갑작스러운 결혼 발표, 국내 활동 중단하고 중국 활동에만 전념?",0,6,"하지만 2014년 폭로된 전 소속사 대표와의 분쟁으로 국내활동을 잠정 중단한 상태. 이후 2016년 개최된 '제10회 아시아 필름 어워드'를 통해 복귀를 타진, 현재 중국에서 활동을 이어가고 있다.",하지만 폭로된 소속사 대표와의 분쟁으로 국내활동을 잠정 중단한 상태 이후 개최된 아시아 필름 어워드 통해 복귀를 타진 현재 중국에서 활동을 이어가고,0
LC_M02_196279,"클라라, 2살 연상 재미교포 사업가와 결혼...연예활동은 '계속'","클라라의 갑작스러운 결혼 발표, 국내 활동 중단하고 중국 활동에만 전념?",0,7,결혼 후에도 작품활동은 계속될 전망이다.,결혼 후에도 작품활동은 계속될 전망이다,0
LC_M02_196279,"클라라, 2살 연상 재미교포 사업가와 결혼...연예활동은 '계속'","클라라의 갑작스러운 결혼 발표, 국내 활동 중단하고 중국 활동에만 전념?",0,8,"클라라 측 관계자는 3일 미디어SR에 \""클라라가 결혼 후에도 활발히 활동할 예정이다. 중국 작품을 이미 여러 편을 계약해놓은 상태로, 식을 올린 뒤 촬영에 들어간다\""면서 \""결혼식을 치른 뒤 신혼집 꾸미기와 차기작 등의 준비에 전념할 계획\""이라고 덧붙였다.",클라라 관계자는 미디어SR에 클라라가 결혼 후에도 활발히 활동할 예정이다 중국 작품을 이미 여러 편을 계약해놓은 상태로 식을 올린 촬영에 들어간다 면서 결혼식을 치른 신혼집 꾸미기와 차기작 등의 준비에 전념할 계획 이라고 덧붙였다,1
LC_M02_196279,"클라라, 2살 연상 재미교포 사업가와 결혼...연예활동은 '계속'","클라라의 갑작스러운 결혼 발표, 국내 활동 중단하고 중국 활동에만 전념?",0,9,신접살림은 서울 송파구에서 차린다.,신접살림은 서울 송파구에서 차린다,0
LC_M02_196279,"클라라, 2살 연상 재미교포 사업가와 결혼...연예활동은 '계속'","클라라의 갑작스러운 결혼 발표, 국내 활동 중단하고 중국 활동에만 전념?",0,10,국내활동 여부는 아직 미지수다.,국내활동 여부는 아직 미지수다,1
LC_M02_196279,"클라라, 2살 연상 재미교포 사업가와 결혼...연예활동은 '계속'","클라라의 갑작스러운 결혼 발표, 국내 활동 중단하고 중국 활동에만 전념?",0,11,"관계자는 \""국내 작품은 아직 확정을 짓지 못 했다. 신중히 작품 검토를 하고 있다\""고 귀띔했다.",관계자는 국내 작품은 아직 확정을 짓지 했다 신중히 작품 검토를 귀띔했다,0
LC_M02_196279,"클라라, 2살 연상 재미교포 사업가와 결혼...연예활동은 '계속'","클라라의 갑작스러운 결혼 발표, 국내 활동 중단하고 중국 활동에만 전념?",0,12,"한편, 클라라는 지난 2006년 드라마 '투명인간 최장수'로 연기를 시작한 이후로는 '태희혜교지현이', '인연만들기', '부탁해요 캡틴', '응급남녀' 등 다수 작품에 출연했으며 최근에는 중국영화 '사도행자', '정성' 등에 출연, 중화권을 중심으로 활동 중이다.",한편 클라라는 지난 드라마 투명인간 최장수 연기를 시작한 이후로는 태희혜교지현이 인연만들기 부탁해요 캡틴 응급남녀 다수 작품에 출연했으며 최근에는 중국영화 사도행자 정성 등에 출연 중화권을 중심으로 활동 중이다,0
LC_M02_193229,"아모레퍼시픽, '희망가게' 창업주 공개 모집",4천만 원 지원! 싱글맘 창업 돕는 '희망가게' 창업주 모집,0,1,아모레퍼시픽은 아름다운재단과 한부모 여성 창업대출 지원사업 '희망가게'의 창업주를 내달 5일까지 공개 모집한다고 16일 밝혔다.,아모레퍼시픽은 아름다운재단과 한부모 여성 창업대출 지원사업 희망가게 창업주를 내달 일까지 공개 모집한다고 밝혔다,1
LC_M02_193229,"아모레퍼시픽, '희망가게' 창업주 공개 모집",4천만 원 지원! 싱글맘 창업 돕는 '희망가게' 창업주 모집,0,2,"25세 이하 자녀(1997년 출생자 까지, 2021년부터 맏자녀 25세 기준 폐지)의 부양을 책임지며, 구체적 창업계획을 가진 중위소득 70%이하 한부모 여성은 누구나 지원할 수 있다.",이하 자녀 출생자 까지 년부터 맏자녀 기준 폐지 부양을 책임지며 구체적 창업계획을 가진 중위소득 이하 한부모 여성은 누구나 지원할,0
LC_M02_193229,"아모레퍼시픽, '희망가게' 창업주 공개 모집",4천만 원 지원! 싱글맘 창업 돕는 '희망가게' 창업주 모집,0,3,별도의 담보나 보증은 필요치 않으며 신용등급 역시 무관하다.,별도의 담보나 보증은 필요치 않으며 신용등급 역시 무관하다,0
LC_M02_193229,"아모레퍼시픽, '희망가게' 창업주 공개 모집",4천만 원 지원! 싱글맘 창업 돕는 '희망가게' 창업주 모집,0,4,"아모레퍼시픽 관계자는 미디어SR에 \""희망가게는 여성과 아동 복지 증진에 힘쓴 아모레퍼시픽 창업자 서성환 선대회장의 뜻을 기리기 위해 2003년 창업주의 유산을 기부하며 시작했다\""고 설명했다.",아모레퍼시픽 관계자는 미디어SR에 희망가게는 여성과 아동 복지 증진에 힘쓴 아모레퍼시픽 창업자 서성환 선대회장의 뜻을 기리기 위해 창업주의 유산을 기부하며 시작했다 설명했다,0
LC_M02_193229,"아모레퍼시픽, '희망가게' 창업주 공개 모집",4천만 원 지원! 싱글맘 창업 돕는 '희망가게' 창업주 모집,0,5,"지난 2004년 1호점을 시작으로 현재 총 438개의 희망가게가 문을 열었으며, 한부모 가족 구성원 1200여명의 자립을 도왔다.",지난 호점을 시작으로 현재 개의 희망가게가 문을 열었으며 한부모 가족 구성원 여명의 자립을 도왔다,0
LC_M02_193229,"아모레퍼시픽, '희망가게' 창업주 공개 모집",4천만 원 지원! 싱글맘 창업 돕는 '희망가게' 창업주 모집,0,6,희망가게는 심사를 통해 선정된 희망가게 창업 대상자에게 최대 4천만원의 창업자금을 제공한다.,희망가게는 심사를 통해 선정된 희망가게 창업 대상자에게 최대 천만원의 창업자금을 제공한다,1
LC_M02_193229,"아모레퍼시픽, '희망가게' 창업주 공개 모집",4천만 원 지원! 싱글맘 창업 돕는 '희망가게' 창업주 모집,0,7,"또 업종별 전문가들의 맞춤형 컨설팅과 교육 프로그램, 개인기술교육비(최대 200만원)를 제공하며 심리·정서·법률지원과 긴급의료비도 지원한다.",업종별 전문가들의 맞춤형 컨설팅과 교육 프로그램 개인기술교육비 최대 만원 제공하며 심리 정서 법률지원과 긴급의료비도 지원한다,0
